id;predict
820;64691,06310017494
826;225925,50004915943
829;38513,38858646384
831;33093,57608603235
832;58842,227989241335
834;41669,19833659398
835;38961,17933532743
844;68107,64091386621
845;69166,95689518924
846;138842,8776653053
847;184478,80916336784
850;51920,68752117769
852;96392,70768796229
855;216069,25842201835
856;433086,9693318794
857;56642,415091856135
858;240904,10638202014
859;32380,434665708854
863;138239,74795684995
864;44769,99268844511
865;40560,5174546545
866;142566,99899913007
869;77819,44962196621
872;32519,855474440104
873;45392,53727720902
876;35381,50837331479
877;27575,441522731504
880;28590,453934994774
883;41479,57153175426
885;112778,45118338788
886;126717,15809653702
887;75212,64217701023
888;132609,665717776
889;123793,77900618441
893;64293,36403325828
896;108540,20441786802
898;33028,601588108155
900;53620,69432392088
902;38308,07052895478
908;256931,5376110746
910;176687,6408593143
915;29427,247800590747
916;81859,180938949
919;70917,15776491583
922;233920,74695068295
923;70331,08212870179
924;40921,335773275816
926;55593,40871487341
935;195742,5052595171
937;157603,83746320623
938;24939,162123445727
941;26419,914831927963
943;37612,38357476828
945;40456,87973860693
946;76527,64094704474
949;63886,10227082249
950;69028,75420656467
952;33645,12151099336
953;46913,93168056951
954;38597,64414418494
956;40022,31764917834
959;332354,8917065846
963;41852,31826344441
965;28305,620756727883
968;146099,89467103934
969;328469,839750306
970;111390,28808490578
972;23609,503988019773
974;266863,4626150502
975;40855,09233037093
976;116074,3719183823
978;246796,32273467834
979;41676,71611586409
982;64943,63214867625
983;83091,06120984143
984;31699,288418372184
986;382819,305692836
987;79045,88215466708
988;38373,11754968746
989;233277,78756099183
990;130431,09089232405
992;56002,52495621929
993;41235,92409040146
995;159304,47909500718
996;51740,02792590522
997;86208,80591628591
1002;54966,62010927667
1003;38793,62571963876
1005;166913,719874114
1006;127500,01400158164
1011;117810,69461930232
1013;100891,87087651691
1018;37024,69890217506
1020;45475,390395107264
1022;56217,871958592936
1023;49954,70515066911
1025;30709,24737774188
1027;41808,00424494562
1029;171462,01793617412
1030;128848,8871010768
1033;130793,20419266376
1035;29258,31194133793
1037;56098,82771269567
1039;183592,75487145944
1043;35088,52511081274
1045;89550,23937519392
1046;72885,83091248301
1049;434047,19289982814
1052;166278,97849080863
1056;43447,52504903221
1058;100902,55472318694
1060;98156,26787552635
1061;38908,18976113387
1063;106932,78244623005
1067;150607,66190804707
1070;50023,93390226665
1072;36001,031172356605
1073;221870,3290711723
1074;52452,76388292265
1075;42897,68930828021
1078;41730,40863968621
1079;96514,31192558158
1081;84439,06845374193
1083;87233,6936840172
1085;33602,23130936181
1089;155742,63779218533
1092;143994,40476491637
1095;96094,47809320092
1096;227163,0832316131
1099;40349,74940706542
1100;69608,24433070244
1101;226319,54058043862
1104;134402,65391168007
1105;200766,07850385323
1107;87192,97388654354
1109;70821,39741946626
1110;236733,85064615257
1111;38425,18225637928
1112;66994,46949502947
1113;174696,4679337736
1114;59013,83840974941
1115;75424,72302922694
1116;55463,37378042998
1123;114176,93914269829
1124;170220,61243035368
1126;53837,74624754654
1127;241684,5870123233
1128;53239,17059938518
1132;84637,51813720982
1134;82686,10545431447
1135;45525,13225219741
1137;69408,46009027355
1140;125300,49970181247
1141;72943,48139429226
1145;80436,69764046578
1149;81344,67828388314
1150;71047,55925891253
1152;55812,36493730315
1153;41960,20855939709
1157;87726,48372248423
1158;32179,297054404604
1162;44222,75385855527
1163;69640,0303580196
1164;163475,38940698485
1166;41618,83066105026
1167;30959,92921965729
1177;56554,283096247455
1178;116760,56003760328
1180;37630,340150066346
1181;37007,80681253199
1182;122644,90945416175
1183;21574,26558000624
1184;119263,82693952534
1186;389595,9752990183
1187;43203,710451228326
1192;133420,90103248242
1193;73346,80962876216
1194;53618,52141648262
1197;46420,495694582525
1201;233263,4185137742
1205;498602,5663490697
1210;103464,23523958364
1211;35498,84331603774
1220;39747,36548889612
1222;182019,8996270978
1225;81646,86637798023
1226;52157,94995931322
1228;201646,76664387755
1231;171950,36718863918
1232;30797,315111856697
1233;48245,22456234868
1234;64756,40834131695
1236;142180,44820681986
1237;51503,33805400264
1238;58071,681283077
1240;100474,9616604937
1242;61528,82540180769
1244;36760,73796570914
1245;43266,67241531482
1246;35305,79001044037
1247;168263,7363530146
1248;32391,16511597389
1249;36742,62435220546
1250;43556,89633561989
1251;23359,360651492225
1255;45393,68274421571
1260;62319,17293193341
1261;66147,00110150466
1262;30196,96473694189
1263;28860,6256633315
1264;126909,77969467072
1265;26991,974929746542
1270;75047,80473249177
1272;84043,58919425629
1274;65228,65568237545
1275;56448,84594377807
1278;212431,27103197528
1281;43300,338678814354
1284;43196,4706660114
1285;37014,73339761331
1286;38649,0151722192
1288;49586,69012098503
1289;197322,50632066102
1290;71841,50971439258
1291;40283,87970329646
1294;109686,42860640351
1295;52497,649078937335
1298;52543,34152687325
1299;218956,5098539078
1300;165370,53042491584
1304;37026,2373662772
1306;34944,32899313983
1309;32241,204812985496
1310;26126,88499884725
1312;36508,37667682696
1313;269915,20825017075
1315;71800,48910040552
1316;37411,89467321876
1318;305998,14682269754
1319;116012,81844530281
1320;56825,43358638902
1321;25006,316190267607
1322;33939,13407341337
1323;128658,94067271476
1325;57638,4151791904
1326;116941,99780830389
1329;77061,78695298657
1332;158567,93807992578
1334;40020,07429769348
1335;180879,75949118164
1337;48485,84372316545
1343;83699,5029971552
1346;31704,85380650861
1347;82777,76137474581
1349;61917,93874825103
1350;204095,5555385068
1353;210182,5352956035
1354;57838,71735377915
1355;27092,80455658317
1356;230230,87058574523
1358;32986,74951821687
1359;132810,7394084029
1361;41471,69036481343
1362;37674,26464271679
1363;30050,86742965897
1364;114290,56660520192
1367;72436,310791822
1368;30378,015874348617
1369;269964,51479543856
1373;42779,16904466238
1375;28491,49775267017
1379;170764,11271594584
1381;60532,29576368984
1382;229958,45291784097
1383;28137,697609794704
1384;36584,31978049731
1386;214450,49808627708
1387;44837,32965632593
1388;74845,87609326009
1389;29160,805706321877
1391;192858,54090031722
1392;56907,64041591469
1393;75801,03785089811
1396;28658,65984668866
1397;70807,84762925192
1401;45370,89878990239
1402;45271,020455504
1403;74155,75509053044
1406;179901,4038596613
1410;43662,363685666205
1411;175491,95044558696
1413;89360,21630074346
1414;87659,4936216083
1419;118184,84243214315
1421;58029,51526529131
1423;55212,75773845204
1424;250864,11163689342
1425;54307,31220785195
1427;27786,796698813014
1428;579727,6607149709
1429;40395,72085309145
1433;42654,70889638498
1435;34978,537890272935
1440;41766,29759546921
1445;58292,19083319146
1446;199613,83203635007
1448;168216,91610567036
1450;38467,293952819935
1451;66095,92636574428
1453;65557,20969836882
1454;37494,97381115768
1455;56971,10539888846
1459;160349,9896869235
1461;76876,11610276019
1468;60714,93523443839
1475;37260,77543898765
1477;35216,51124219235
1481;32738,91445982776
1482;46149,30473355217
1484;170866,49114203852
1487;64147,44608563233
1488;42512,41765945479
1490;85179,19888704323
1497;36500,18735692244
1499;54811,82991385819
1500;63503,730599697854
1501;62826,44500955733
1503;78400,11714274614
1504;44590,57095241005
1506;41419,04674355419
1507;37879,81997930028
1510;440679,90461907827
1515;37684,544506091086
1516;114478,52418120146
1517;42137,22129823001
1518;53193,82733189756
1519;63022,47615163888
1520;36925,57210017879
1522;52635,42765983344
1523;154941,8876972616
1526;69717,15972920263
1531;60345,34049008589
1533;48740,66220735885
1536;29714,870502713
1538;33858,070928582834
1540;36249,07278761391
1542;43489,71221568939
1544;296188,18889704364
1545;34439,16573461997
1546;153111,6255026717
1548;39584,17210286195
1550;62450,13226969062
1551;57340,44931491265
1552;150975,83748195274
1553;123075,1377554209
1554;66994,194929739
1556;110136,65518581786
1558;36994,51359251758
1560;46994,62577816502
1562;236155,14567531046
1566;73300,63706486174
1567;141653,46400457562
1570;76187,31078831683
1571;64972,748534474544
1572;116565,7817412013
1573;31948,081565126995
1577;55458,60245053192
1579;45638,18591456184
1580;80278,54604348309
1582;49215,741160306105
1584;114725,44546367286
1586;181987,12489376773
1587;129664,6150239963
1589;436851,9152748822
1591;41561,73955911315
1592;57152,73655125157
1593;151365,2649285485
1594;77341,64104724507
1595;146294,5035296537
1597;72837,51637936092
1598;37322,42523500303
1600;85720,36661422078
1602;61052,32313447711
1604;35681,46327405949
1606;58820,59408098196
1608;255752,35866403408
1609;85513,80387954929
1610;86746,6461497035
1612;66991,18121214064
1614;58281,07189568954
1616;51694,04426754497
1618;49880,3134888067
1620;51148,03297359946
1622;39380,760425520464
1624;114187,50638075234
1625;252085,3641993395
1626;31158,2197321278
1627;52909,30638835044
1629;69125,90677583928
1630;67863,77705993982
1634;89969,44104473281
1640;113739,49059060041
1643;140510,07259853344
1645;52848,01037810676
1646;271717,08878298197
1648;47617,90750446722
1650;46617,64061923348
1653;124249,66197351142
1654;145442,87769063874
1656;22504,18409576457
1657;79979,48239349134
1658;63172,27481073729
1662;55945,654300533846
1664;72383,21377136817
1665;121839,07691534933
1666;49021,50504891164
1669;26674,633840011025
1670;52034,2186167282
1671;118843,43498401124
1672;49123,47088978011
1674;27817,340193394077
1676;43652,47710019509
1679;95667,4730160302
1680;79942,87296230969
1681;29499,09895753397
1684;69094,17690281705
1686;40240,087318607104
1687;36097,97697883181
1688;35466,38904677675
1689;136690,37036958916
1691;52484,82446435178
1694;23676,171029494228
1695;45989,75912789904
1699;50673,51930726824
1703;116944,95866074655
1704;56591,95921038237
1707;65963,70735450149
1711;127397,42562244622
1712;45551,912337428665
1714;56824,12936807147
1718;35531,7423029363
1722;159577,34260627304
1723;157372,24387128832
1724;426709,5454807159
1725;60461,16558954991
1726;84066,05672776839
1727;557621,2454464632
1729;88673,96903163567
1730;37593,03865627806
1731;69246,40157885858
1733;74311,40303564945
1734;119672,65446562879
1735;216781,8418994996
1736;40260,66460604521
1738;116246,12523103807
1741;129850,53469921832
1742;106063,45894596809
1743;296794,8659624624
1749;163296,04417880514
1753;140069,31790205723
1755;47535,38975557121
1756;49954,640869250274
1758;56394,99208248489
1761;72597,54173182062
1762;30792,219423497238
1763;45656,89808653621
1768;111696,04341585611
1769;48847,02388982827
1770;46653,83693668979
1772;74194,03123844706
1774;86983,15036689467
1775;221138,97772746233
1776;43539,127417738455
1781;39976,04031503735
1785;309783,9545562113
1786;64003,244213134894
1788;31637,50253346189
1790;39368,33134443935
1791;83486,72935370545
1792;47748,658152814
1793;69174,8786836538
1796;84219,23828034298
1798;152208,65993353465
1801;38293,39566299758
1802;47339,38781714073
1804;83981,08756581946
1805;128496,40128504293
1808;58418,255684316944
1809;32469,37046354521
1810;98928,32555440273
1814;43116,57955137798
1817;62379,573934801534
1820;75275,27085710474
1831;211109,0912133825
1833;63095,59572982241
1834;172492,21546474015
1838;40591,93458737276
1839;34507,361151293706
1844;35017,32379938038
1845;37012,91320449044
1847;24184,594714139173
1851;284822,1259469467
1852;39807,71927508704
1854;217373,78971780735
1855;153727,48871976617
1856;104627,51139568574
1857;65780,39457599359
1858;31818,234039108655
1859;231300,65346197542
1860;32894,48029610035
1861;67268,574001445
1865;79315,17436314958
1868;144734,85998184816
1872;89898,10015138992
1874;157180,7065229282
1878;50964,33069178174
1880;42027,06796592668
1881;168499,28656947435
1882;41111,19743030974
1883;57689,78651025155
1884;53515,59249222958
1886;72396,75395523298
1887;42085,140321472885
1891;258272,59346448176
1892;118099,2908664861
1893;48549,54775161691
1894;35727,51881019483
1895;63761,03938202473
1897;39091,042453391485
1898;42100,60604098617
1899;43978,022757797065
1901;50792,94256422286
1902;53516,76964150449
1905;42364,61166558674
1906;31900,726563660188
1908;33024,00968281129
1912;107988,06638151563
1913;225188,5639098842
1914;110661,81652565501
1916;39624,026682265816
1918;129686,03457884856
1919;40026,401599580655
1920;34011,10752689203
1921;51707,14084545191
1922;35736,38739447296
1923;50228,61719343462
1927;71430,60653673187
1928;33661,1074624035
1929;37756,13618673966
1930;33821,193445424564
1931;40908,40019571463
1932;106416,63432455901
1940;192202,77658302523
1941;86899,84586869381
1942;69269,4571396015
1943;259402,93099943333
1944;85560,00183508993
1946;64611,38960774474
1948;41248,50014724629
1950;66428,84839270935
1951;207399,4919565868
1952;57417,88458587148
1954;51838,41969615952
1955;98783,00002431365
1956;46252,02567444997
1959;40313,44866584076
1962;50262,38377570831
1965;30033,97199622087
1966;66667,80241361221
1967;141464,13826208163
1968;282294,5935856212
1969;99899,4645267639
1970;137900,13000256478
1971;103971,63657729387
1973;171336,21860587897
1977;134530,34045640408
1979;48516,60174740822
1982;22580,753206520545
1984;111277,10905884102
1985;134775,85071943467
1987;43607,74721947137
1991;35929,50624507658
1994;72212,53571969242
1995;25457,675200615333
1996;113618,13995636815
1998;117923,58191816075
1999;43645,59832365729
2000;362124,8581893184
2001;252745,20701695184
2002;56910,91045011754
2009;70657,39401253092
2010;23752,309639573075
2012;324093,68838758976
2013;69762,87348188428
2014;239619,3376562991
2015;40408,5790348838
2016;130743,37347897481
2018;31497,04838222684
2019;69141,12092117875
2020;34899,951393970885
2023;78068,22063807955
2024;551765,245107372
2026;40772,50812985566
2027;62350,76943525374
2028;287392,15707374003
2029;88544,6266138567
2030;161895,4335907709
2034;50424,21863364587
2036;45317,83143928277
2037;36511,97338067592
2038;47357,73314364771
2040;85768,28759189337
2041;171864,36392893604
2046;277965,96453293867
2051;95736,26540056503
2053;58806,838810363726
2054;66641,8405046802
2055;38597,11967177724
2058;101921,34746795075
2059;73730,7201273116
2061;105030,19051866002
2062;601678,5838133224
2064;31254,34949299609
2065;58074,73843510958
2066;40741,67509234657
2067;65411,49452401686
2071;138748,08881825497
2072;54910,89562312913
2073;48176,36207306052
2074;39686,637620003545
2075;260201,23336828375
2076;138674,67343572908
2082;73153,3788572448
2083;42192,7313478204
2088;74641,03411429904
2089;126544,98042154105
2092;46454,46846971409
2093;593385,2155575096
2095;99561,77457494843
2096;35555,40895644987
2099;39948,708294608616
2101;432746,8911325488
2104;57761,93133154877
2105;41449,11085888746
2107;84805,62112803638
2109;134704,53084429604
2110;43798,35634362625
2111;57223,0858454581
2113;32611,24592047296
2114;28104,00101153619
2115;75739,14329923625
2117;162448,15660970804
2120;60769,045483954775
2122;109180,42070077365
2123;57962,55276520463
2124;54688,86120093941
2125;61964,98564300621
2127;35604,05477701934
2128;77210,10935258819
2129;64847,49064751279
2131;33825,68371817696
2132;89186,35649509486
2134;47990,17874427316
2135;116364,32148796777
2142;247061,73186313658
2143;136540,30449352387
2145;50701,529761701895
2146;33059,4372961879
2148;58000,94087155471
2149;33280,234838843535
2150;48866,618244329045
2152;74992,32653637015
2153;35328,729413469206
2156;31942,193502429316
2157;181538,64910711863
2160;45129,24620460186
2161;50544,403180842186
2162;125356,80867660421
2163;129767,23950194815
2165;44006,70601768611
2167;71157,95146360529
2168;30158,909195763285
2171;47490,53431394557
2176;32943,18312062483
2177;52014,40503685343
2180;84462,82677388503
2183;39092,81628615114
2185;52411,54375896724
2186;143678,53426548775
2188;79355,03834466235
2192;46660,47152450599
2193;50871,69494714942
2195;67784,09835119464
2196;530919,143461527
2198;210852,1426930422
2199;39302,01369362674
2201;34104,37315429984
2202;222996,377576569
2205;76861,09550060678
2208;50041,44584785828
2210;37929,1912121615
2212;39094,21334258854
2214;474025,2439885726
2215;61731,49206432077
2217;120976,56263428996
2219;84547,06619857509
2220;31880,6906954104
2221;89045,27343130701
2222;81025,6353606421
2224;31618,070860429267
2225;72400,9077238194
2226;43333,944104195696
2228;369752,5269739547
2229;214545,43311887365
2230;42781,91568923803
2231;101441,53276488557
2232;33645,05250621641
2234;48626,99620897278
2235;44118,83154221311
2236;42247,72665704538
2237;39785,16894199086
2240;43699,8344244396
2241;56487,61311206734
2242;42236,73651016154
2245;55142,76833494405
2247;25729,78604801887
2248;67450,30998865672
2249;69507,64491173628
2250;50845,55989507086
2254;32985,46062477793
2259;143998,55125166895
2260;210124,37233466783
2261;41878,04633904254
2262;60945,579068390914
2264;258482,17432542346
2265;145800,84445785842
2270;69778,66924405332
2274;58123,44928616489
2275;118418,5845720818
2277;42784,80211979553
2279;57259,09626926479
2280;68227,7773595438
2281;221876,40978040954
2283;49061,19744148069
2285;122277,6583692078
2286;108204,59661019345
2289;246463,5438953938
2292;61905,02790043177
2293;65107,89551492252
2301;64137,56140680561
2306;31615,362300078792
2307;71698,04327133918
2308;67585,42363249788
2310;103647,55086174236
2311;69652,56771520732
2312;124380,51572785027
2316;52497,63876780339
2317;236126,0780656329
2318;104516,46723593693
2319;60754,82534424109
2323;50917,49092124362
2324;76205,30486428295
2328;141292,1653219312
2330;34839,75314333271
2331;23063,62046362442
2337;39890,56761686795
2339;149361,06173186412
2340;66112,39576512095
2342;32948,22629474703
2345;99028,67279108112
2348;45908,77880717251
2350;47458,755953557855
2353;57608,56647680467
2355;222516,8163432953
2358;71179,77933491895
2363;32216,654898452143
2371;61373,531252959525
2374;62249,66239158399
2377;146831,79865000566
2378;51019,82796892715
2379;343487,075911667
2380;40093,78830622794
2381;33863,161117905795
2382;41118,01269899451
2383;150457,4363028956
2385;127043,89151093586
2386;32497,459570286017
2389;54988,5599757738
2390;48788,93983213288
2392;38617,31674779863
2393;214034,78076669376
2395;201374,27482616267
2396;71471,40263943798
2398;156429,5001896529
2399;56642,32376094924
2400;245278,1472378941
2401;125565,59941688029
2404;79949,75200697486
2405;87198,95116857268
2407;35767,54304869298
2410;35944,158621608134
2414;58345,07984225033
2417;37741,95307505586
2420;44036,66898223095
2423;174036,0191208731
2428;68572,73133575777
2430;327864,17747894494
2431;48103,04410734047
2435;151905,89500295275
2445;56576,98553671967
2447;77400,26752867181
2449;49955,32521206164
2450;99419,4858698943
2453;119741,68027106341
2455;53530,18740541689
2456;32614,74407699168
2457;115873,84378181382
2458;172841,04120121355
2463;34442,18811982482
2471;57815,94959712523
2473;98588,11045998732
2474;38500,810226183865
2475;67835,50270418805
2477;136674,2342400791
2478;820393,2071437986
2479;139462,87094060052
2480;74110,26359208912
2481;41404,25764708806
2482;88066,45889408782
2485;83067,81294601629
2486;258762,3733356904
2488;108951,4572020928
2491;51772,78850423068
2492;33491,47425397088
2493;71231,22892724656
2494;168094,48533768527
2498;43624,83663403826
2500;68042,40141778986
2501;96152,00701272332
2502;38803,04369811331
2505;98121,61193148339
2507;59848,55876326578
2511;73268,07695461083
2512;334222,800193348
2516;48218,41171823007
2517;41935,32095971818
2518;26646,06060394896
2519;224144,6824440022
2520;53522,13787100942
2522;62870,92107492261
2526;29608,09914382773
2528;115482,34252832728
2531;44640,98886628755
2532;32665,793693064275
2534;275960,14936241444
2535;25434,259515952268
2536;133583,84820931547
2540;86982,979046421
2546;43885,87233297622
2549;147496,76547505078
2553;28702,17400439324
2554;80666,5895038323
2555;123225,05237712433
2557;114082,88318796459
2560;43560,492902278056
2561;62639,75842984288
2562;266150,0216633238
2566;75432,9887485078
2567;40005,20014983234
2568;145206,62703436892
2569;46509,39642537682
2574;74675,00557319177
2575;50703,87199889501
2576;99568,2387585578
2579;41408,879510445535
2581;33644,95209148499
2585;138462,5291159083
2587;58656,4188863418
2588;134490,94083067533
2589;100575,73304229468
2590;647085,779735535
2593;56456,83712367639
2597;157290,2550004421
2600;137744,62859812882
2603;180661,59917659036
2604;472345,9227163836
2607;23956,77527395297
2610;40006,828359200415
2612;26647,38959327527
2614;106111,40234183999
2615;242774,14745702464
2616;38474,4459433841
2620;35219,0045734641
2621;50162,85337268393
2623;80488,79422850683
2624;137848,1240261412
2625;79378,1626050173
2626;110534,81427033916
2628;217476,55817304438
2631;80831,41908396213
2635;52116,77829336163
2641;69197,31193428813
2648;282109,49891996343
2649;75487,00467200603
2652;66536,95573540959
2656;69976,40984623377
2659;53823,59659648359
2660;74711,52275326017
2662;24845,453891927988
2667;38699,55515773389
2668;67851,20513429525
2669;311465,05319707847
2671;317105,87960428925
2672;40346,26116273907
2674;116797,06520969034
2675;57562,03737351021
2677;66759,28039646357
2678;73737,48980060178
